id,brand,name,image_url,link_url,ingredients,created_at,updated_at
420,blue buffalo,"Wilderness Flatland Feast With Turkey, Quail And Duck - Adult Cat (Dry)","https://catfooddb.com//img/products/blue buffalo\/Wilderness_Flatland_Feast_With_Turkey,_Quail_And_Duck_-_Adult_Cat_(Dry)_dry.png",https://www.chewy.com/blue-buffalo-wilderness-flatland/dp/176663,"Deboned Turkey, Chicken Meal, Tapioca Starch, Peas, Pea Protein, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Dried Egg Product, Deboned Quail, Deboned Duck, Pea Fiber, Potatoes, Natural Flavor, Flaxseed (source of Omega 6 Fatty Acids), Fish Oil (source of DHA-Docosahexaenoic acid), Calcium Chloride, DL-Methionine, Choline Chloride, Calcium Sulfate, Salt, Dried Chicory Root, Dehydrated Alfalfa Meal, Potassium Sulfate, Alfalfa Nutrient Concentrate, Calcium Carbonate, Taurine, Potassium Chloride, preserved with Mixed Tocopherols, Vitamin E Supplement, Sweet Potatoes, Carrots, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Cranberries, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:05.539119,
455,boreal,"Red Tuna, Carrot & Green Pea In Gravy","https://catfooddb.com//img/products/boreal\/Red_Tuna,_Carrot_&_Green_Pea_In_Gravy_wet.png","","tuna, tuna broth, carrot, green pea, sunflower oil, tricalcium phosphate, xanthan gum, tapioca starch, vitamins (ascorbic acid (source of vitamin c), thiamine mononitrate, riboflavin supplement, pyridoxine hydrochloride, vitamin e supplement, folic acid, d-calcium pantothenate, vitamin a supplement, niacin supplement, vitamin b12 supplement, vitamin d3 supplement, biotin supplement), choline chloride, potassium chloride, taurine, minerals (copper amino acid chelate, manganese amino acid chelate, iron amino acid chelate zinc amino acid chelate, potassium iodide)",2024-05-01 18:57:17.110784,
421,blue buffalo,Basics Grain-Free Turkey And Potato Recipe - Mature Cat (Dry),https://catfooddb.com//img/products/blue buffalo\/Basics_Grain-Free_Turkey_And_Potato_Recipe_-_Mature_Cat_(Dry)_dry.png,https://www.chewy.com/blue-buffalo-basics-limited/dp/103468,"Deboned Turkey, Turkey Meal, Peas, Potatoes, Tapioca Starch, Pea Starch, Pea Protein, Pea Fiber, Canola Oil, Flaxseed (source of Omega 3 & 6 Fatty Acids), Natural Flavor, Fish Oil (source of DHA-Docosahexaenoic Acid), DL-Methionine, Choline Chloride, Potassium Chloride, L-Lysine, Pumpkin, Dried Chicory Root, Calcium Sulfate, Alfalfa Nutrient Concentrate, Taurine, Calcium Carbonate, Salt, Vitamin E Supplement, preserved with Mixed Tocopherols, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Carnitine, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:06.369985,
422,blue buffalo,"Wilderness Denali Dinner With Wild Salmon, Venison And Halibut - Adult Cat (Dry)","https://catfooddb.com//img/products/blue buffalo\/Wilderness_Denali_Dinner_With_Wild_Salmon,_Venison_And_Halibut_-_Adult_Cat_(Dry)_dry.png",https://www.chewy.com/blue-buffalo-wilderness-denali-dinner/dp/176669,"Deboned Salmon, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Tapioca Starch, Peas, Pea Protein, Chicken Meal, Chicken Fat (preserved with Mixed Tocopherols), Dried Egg Product, Pea Fiber, Deboned Venison, Deboned Halibut, Potatoes, Natural Flavor, Flaxseed (source of Omega 6 Fatty Acids), Fish Oil (source of DHA-Docosahexaenoic Acid), Crab Meal, Choline Chloride, DL-Methionine, Calcium Sulfate, Salt, Potassium Chloride, Dried Chicory Root, Dehydrated Alfalfa Meal, Alfalfa Nutrient Concentrate, Calcium Carbonate, Taurine, Potassium Sulfate, Calcium Chloride, Vitamin E Supplement, Sweet Potatoes, Carrots, preserved with Mixed Tocopherols, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Cranberries, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:06.566504,
423,blue buffalo,True Solutions Perfect Coat Skin And Coat Care Formula - Adult Cat (Dry),https://catfooddb.com//img/products/blue buffalo\/True_Solutions_Perfect_Coat_Skin_And_Coat_Care_Formula_-_Adult_Cat_(Dry)_dry.png,https://www.chewy.com/blue-buffalo-true-solutions-perfect/dp/244852,"Deboned Salmon, Salmon Meal, Brown Rice, Pea Protein, Barley, Oatmeal, Canola Oil, Natural Flavor, Potato Starch, Dried Tomato Pomace, Peas, Calcium Carbonate, Choline Chloride, Calcium Sulfate, DL-Methionine, Fish Oil (source of Omega 3 Fatty Acids), L-Threonine, Calcium Chloride, Potatoes, Pumpkin, Dried Chicory Root, Taurine, Potassium Chloride, Potassium Sulfate, Flaxseed (source of Omega 6 Fatty Acids), Pea Fiber, Alfalfa Nutrient Concentrate, Salt, Dried Plain Beet Pulp, Dicalcium Phosphate, L-Tryptophan, Vitamin E Supplement, preserved with Mixed Tocopherols, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:06.842071,
424,blue buffalo,Wilderness Rocky Mountain Recipe Red Meat Recipe - Adult Cat (Dry),https://catfooddb.com//img/products/blue buffalo\/Wilderness_Rocky_Mountain_Recipe_Red_Meat_Recipe_-_Adult_Cat_(Dry)_dry.png,https://www.chewy.com/blue-buffalo-wilderness-rocky/dp/103523,"Deboned Beef, Fish Meal, Pea Protein, Tapioca Starch, Peas, Dried Egg Product, Canola Oil (source of Omega 3 Fatty Acids), Beef Meal, Flaxseed (source of Omega 6 Fatty Acids), Pea Fiber, Natural Flavor, Calcium Chloride, DL-Methionine, Choline Chloride, Deboned Lamb, Deboned Venison, Potatoes, Dehydrated Alfalfa Meal, Calcium Sulfate, Dried Chicory Root, Taurine, Potassium Sulfate, Alfalfa Nutrient Concentrate, Calcium Carbonate, Salt, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Potassium Chloride, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:07.229094,
488,canidae,Adore Grain Free Premium With Chicken & Shrimp,https://catfooddb.com//img/products/canidae\/Adore_Grain_Free_Premium_With_Chicken_&_Shrimp_wet.png,https://www.chewy.com/canidae-adore-grain-free-chicken/dp/184222,"Chicken broth, chicken, potato starch, shrimp, carrots, sunflower oil, tricalcium phosphate, salt, guar gum, potassium chloride, minerals (zinc oxide, reduced iron, sodium selenite, manganese sulfate, copper amino acid complex, potassium iodide), choline chloride, magnesium sulfate, taurine, vitamins (vitamin E supplement, thiamine mononitrate, niacin supplement, vitamin A supplement, pyridoxine hydrochloride, d-calcium pantothenate, riboflavin supplement, folic acid, vitamin B12 supplement, vitamin D3 supplement, biotin supplement), caramel color.",2024-05-01 18:57:27.147528,
425,blue buffalo,Wilderness Rocky Mountain Recipe Trout Recipe - Adult Cat (Dry),https://catfooddb.com//img/products/blue buffalo\/Wilderness_Rocky_Mountain_Recipe_Trout_Recipe_-_Adult_Cat_(Dry)_dry.png,https://www.chewy.com//blue-buffalo-wilderness-rocky/dp/111968,"Deboned Trout, Fish Meal, Pea Protein, Tapioca Starch, Peas, Beef Meal, Canola Oil (source of Omega 3 Fatty Acids), Dried Egg Product, Flaxseed (source of Omega 6 Fatty Acids), Pea Fiber, Natural Flavor, Choline Chloride, Calcium Chloride, DL-Methionine, Dehydrated Alfalfa Meal, Potatoes, Taurine, Dried Chicory Root, Potassium Sulfate, Alfalfa Nutrient Concentrate, Calcium Carbonate, Calcium Sulfate, Potassium Chloride, Vitamin E Supplement, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Salt, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:07.46727,
426,blue buffalo,Basics Grain-Free Indoor Turkey And Potato Entrée - Kitten,https://catfooddb.com//img/products/blue buffalo\/Basics_Grain-Free_Indoor_Turkey_And_Potato_Entr__e_-_Kitten_wet.png,https://www.chewy.com//blue-buffalo-basics-limited/dp/36880,"Turkey, Turkey Broth, Turkey Liver, Fish Oil (source of DHA-Docosahexaenoic Acid), Natural Flavor, Carrots, Potatoes, Peas, Flaxseed (source of Omega 3 and 6 Fatty Acids), Cellulose Powder, Cranberries, Blueberries, Pumpkin, Carrageenan, Guar Gum, Cassia Gum, Potassium Chloride, Sunflower Oil (source of Omega 6 Fatty Acids), Taurine, Salt, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9)",2024-05-01 18:57:07.794873,
427,blue buffalo,Baby Chicken Recipe - Kitten,https://catfooddb.com//img/products/blue buffalo\/Baby_Chicken_Recipe_-_Kitten_wet.png,"","Chicken, Chicken Liver, Chicken Broth, Dried Egg Product, Fish Oil (source of DHA-Docosahexaenoic Acid), Natural Flavor, Flaxseed, Brown Rice, Guar Gum, Carrots, Sweet Potatoes, Potassium Chloride, Taurine, Salt, Carrageenan, Cassia Gum, Cranberries, Magnesium Oxide, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols",2024-05-01 18:57:07.987358,
428,blue buffalo,Tastefuls Chicken Paté - Kitten,https://catfooddb.com//img/products/blue buffalo\/Tastefuls_Chicken_Pat___-_Kitten_wet.png,https://www.chewy.com/blue-buffalo-tastefuls-chicken-entree/dp/290970,"Chicken, Chicken Liver, Chicken Broth, Dried Egg Product, Natural Flavor, Fish Oil (source of DHA-Docosahexaenoic Acid), Brown Rice, Guar Gum, Sweet Potatoes, Sodium Acid Pyrophosphate, Potassium Chloride, Tricalcium Phosphate, Taurine, Salt, Carrageenan, Cassia Gum, Magnesium Sulfate, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols",2024-05-01 18:57:08.42104,
429,blue buffalo,Tastefuls Chicken And Brown Rice Recipe - Kitten (Dry),https://catfooddb.com//img/products/blue buffalo\/Tastefuls_Chicken_And_Brown_Rice_Recipe_-_Kitten_(Dry)_dry.png,https://www.chewy.com//blue-buffalo-healthy-growth-kitten/dp/32029,"Deboned Chicken, Chicken Meal, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Brown Rice, Barley, Oatmeal, Chicken Fat (preserved with Mixed Tocopherols), Pea Protein, Peas, Dried Egg Product, Natural Flavor, Fish Oil (source of ARA-Arachidonic Acid and DHA-Docosahexaenoic Acid), Powdered Cellulose, Flaxseed (source of Omega 6 Fatty Acids), DL-Methionine, Calcium Chloride, Choline Chloride, Calcium Sulfate, Potatoes, Dried Chicory Root, Dehydrated Alfalfa Meal, Taurine, Potassium Chloride, Salt, Pea Fiber, Alfalfa Nutrient Concentrate, Calcium Carbonate, Vitamin E Supplement, Sweet Potatoes, Carrots, preserved with Mixed Tocopherols, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:08.663216,
443,boreal,Boral Original Turkey And Trout,https://catfooddb.com//img/products/boreal\/Boral_Original_Turkey_And_Trout_dry.png,"","turkey, turkey meal, trout, herring meal, spray dried egg product, sweet potato, buckwheat, lentils, pumpkin, peas, natural flavour, flaxseeds, chicken fat (preserved with mixed tocopherols and citric acid), sun-dried miscanthus grass, lecithin, blueberries, cranberries, apples, spinach, calcium propionate, sodium tripolyphosphate, dl-methionine, yeast extract, chicory root extract, taurine, choline chloride, salt, dried kelp, l-lysine, l-tryptophan, fumaric acid, lactic acid, citric acid, malic acid, yucca schidigera extract, thyme extract, zinc oxide, ferrous sulfate, zinc amino acid complex, iron amino acid complex, niacinamide, manganous oxide, vitamin e supplement, vitamin a supplement, calcium pantothenate, riboflavin, thiamine mononitrate, pyridoxine hydrochloride, copper sulfate, copper proteinate, manganese amino acid complex, folic acid, vitamin d3 supplement, vitamin b12 supplement, biotin, calcium iodate, sodium selenite, rosemary extract.",2024-05-01 18:57:12.579871,
430,blue buffalo,Freedom Grain-Free Indoor Chicken Recipe - Kitten (Dry),https://catfooddb.com//img/products/blue buffalo\/Freedom_Grain-Free_Indoor_Chicken_Recipe_-_Kitten_(Dry)_dry.png,https://www.chewy.com/blue-buffalo-freedom-indoor-kitten/dp/103487,"Deboned Chicken, Chicken Meal, Tapioca Starch, Peas, Pea Protein, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Natural Flavor, Dried Egg Product, Fish Oil (source of ARA-Arachidonic Acid and DHA-Docosahexaenoic Acid), Potatoes, Turkey Meal, Powdered Cellulose, Pea Fiber, Choline Chloride, Potassium Chloride, Calcium Sulfate, DL-Methionine, Salt, Dehydrated Alfalfa Meal, Dried Chicory Root, Taurine, Alfalfa Nutrient Concentrate, Calcium Carbonate, Calcium Chloride, Vitamin E Supplement, Sweet Potatoes, Carrots, preserved with Mixed Tocopherols, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:08.941619,
431,blue buffalo,Wilderness Chicken Recipe - Kitten (Dry),https://catfooddb.com//img/products/blue buffalo\/Wilderness_Chicken_Recipe_-_Kitten_(Dry)_dry.png,https://www.chewy.com//blue-buffalo-wilderness-kitten/dp/36709,"Deboned Chicken, Chicken Meal, Pea Protein, Tapioca Starch, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Peas, Dried Egg Product, Flaxseed (source of Omega 6 Fatty Acids), Natural Flavor, Fish Oil (source of DHA-Docosahexaenoic Acid and ARA-Arachidonic Acid), Pea Fiber, Calcium Chloride, Choline Chloride, Potassium Sulfate, DL-Methionine, Dehydrated Alfalfa Meal, Potatoes, Dried Chicory Root, Salt, Alfalfa Nutrient Concentrate, Calcium Carbonate, Taurine, Sweet Potatoes, Carrots, Potassium Chloride, preserved with Mixed Tocopherols, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:09.318151,
432,blue buffalo,Wilderness Salmon Recipe - Kitten,https://catfooddb.com//img/products/blue buffalo\/Wilderness_Salmon_Recipe_-_Kitten_wet.png,https://www.chewy.com//blue-buffalo-wilderness-pate-kitten/dp/141469,"Salmon, Chicken, Fish Broth, Chicken Liver, Pea Flour, Natural Flavor, Guar Gum, Fish Oil (source of DHA-Docosahexaenoic Acid), Flaxseed, Potassium Chloride, Taurine, Salt, Dried Potato, Choline Chloride, Carrageenan, Cassia Gum, Magnesium Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Vitamin E Supplement, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols",2024-05-01 18:57:09.554722,
433,blue buffalo,"Baby High-Protein, Grain-Free Chicken And Pea Recipe - Kitten (Dry)","https://catfooddb.com//img/products/blue buffalo\/Baby_High-Protein,_Grain-Free_Chicken_And_Pea_Recipe_-_Kitten_(Dry)_dry.png","","Deboned Chicken, Chicken Meal, Pea Protein, Tapioca Starch, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Peas, Dried Egg Product, Flaxseed (source of Omega 6 Fatty Acids), Natural Flavor, Fish Oil (source of DHA-Docosahexaenoic Acid and ARA-Arachidonic Acid), Pea Fiber, Calcium Chloride, Choline Chloride, Potassium Sulfate, DL-Methionine, Dehydrated Alfalfa Meal, Potatoes, Dried Chicory Root, Salt, Alfalfa Nutrient Concentrate, Calcium Carbonate, Taurine, Sweet Potatoes, Carrots, Potassium Chloride, preserved with Mixed Tocopherols, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary",2024-05-01 18:57:09.880153,
444,boreal,Original Chicken Grain Free,https://catfooddb.com//img/products/boreal\/Original_Chicken_Grain_Free_dry.png,"","deboned chicken, chicken meal, peas, dried whole eggs, pea starch, salmon meal, chicken & turkey fat (preserved with mixed tocopherols), beans, dehydrated alfalfa meal, natural chicken flavour, flaxseed, choline chloride, salt, yeast extract, lecithin, methionine, chicory root extract, taurine, apple, carrot, cranberry, spinach, blueberries, ferrous sulfate, zinc sulfate, calcium sulphate, vitamin e supplement, zinc amino acid complex, niacin, copper sulfate, manganese sulfate, calcium pantothenate, sodium selenite, manganese amino acid complex, iron amino acid complex, calcium carbonate, vitamin a supplement, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, biotin, vitamin b12 supplement, vitamin d3 supplement, folic acid",2024-05-01 18:57:12.898422,
489,canidae,Grain-Free Pure With Salmon,https://catfooddb.com//img/products/canidae\/Grain-Free_Pure_With_Salmon_dry.png,https://www.chewy.com/canidae-grain-free-pure-limited/dp/130829,"Salmon, salmon meal, menhaden fish meal, potatoes, peas, canola oil, sweet potatoes, natural flavor, minerals (zinc proteinate, manganese proteinate, copper proteinate, zinc sulfate, manganese sulfate, copper sulfate, potassium iodide, manganous oxide, sodium selenite), vitamins (vitamin E supplement, niacin, thiamine mononitrate, vitamin A supplement, biotin, calcium pantothenate, menadione sodium bisulfite complex, riboflavin, pyridoxine hydrochloride (vitamin B6), vitamin B12 supplement",2024-05-01 18:57:27.365767,
